# Expression Atlas									
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0.5 TPM in experiment E-GEOD-52564									
# Selected columns: 8 (all)									
# Timestamp: Fri, 08-Oct-2021 15:29:21									
Gene ID	Gene Name	astrocyte	endothelial cell	microglia	mixture	myelinating oligodendrocytes	neuron	newly formed oligodendrocytes	oligodendrocyte precursor cells
ENSMUSG00000086794	Gm11642	7	7	1	9	4	11	3	5
ENSMUSG00000086796	4932702P03Rik	5			2		2	0.6	2
ENSMUSG00000086804	Gm43154						0.8		
ENSMUSG00000086805	4932443L11Rik	0.6					2	1	1
ENSMUSG00000086806	Gm13054	3		2	0.7	0.6	2	2	1
ENSMUSG00000086810	Gm13110	28			3		0.5		
ENSMUSG00000086813	Gm13657			0.5					0.5
ENSMUSG00000086815	3110082J24Rik	50			11	4	4	13	6
ENSMUSG00000086816	Gm16726	0.9							
ENSMUSG00000086820	Gm11465	4		2	2	1	1	4	2
ENSMUSG00000086822	5330413P13Rik				0.6	0.5	0.9		
ENSMUSG00000086825	Gm15675		0.5		0.6		0.8		
ENSMUSG00000086826	Gm11739	11	2	2	7	1	11	7	12
ENSMUSG00000086827	4930461C15Rik	0.7			0.6	1	0.9	0.6	
ENSMUSG00000086836	Gm13748	3	3			1	3	0.5	1
ENSMUSG00000086837	Gm16618	3	1		3		6	2	3
ENSMUSG00000086838	Gm16212						1		
ENSMUSG00000086839	Gm11973	2		0.7					
ENSMUSG00000086841	2410006H16Rik	270	663	538	176	293	659	334	280
ENSMUSG00000086843	E030013I19Rik						2		
ENSMUSG00000086844	B230206H07Rik					2		4	
ENSMUSG00000086846	Gm13642						0.8	0.5	
ENSMUSG00000086849	Gm13840	0.7	1			1	1	0.5	0.9
ENSMUSG00000086850	Gm13257			0.5					
ENSMUSG00000086851	A430108G06Rik	0.6			3		3		0.8
ENSMUSG00000086855	Gm13844	0.8					1		
ENSMUSG00000086859	Snhg20	20	3	5	10	6	14	14	14
ENSMUSG00000086860	Gm1720							2	
ENSMUSG00000086867	Gm4577	0.5				1			0.8
ENSMUSG00000086872	Gm14225						0.8		
ENSMUSG00000086873	Gm15672	1	1		2		3	0.7	
ENSMUSG00000086874	Gm13175	0.7					1	0.6	
ENSMUSG00000086877	A230072C01Rik	10	3	2	10	6	18	11	17
ENSMUSG00000086881	Gm13594		2		1			2	2
ENSMUSG00000086884	Gm16225			1					
ENSMUSG00000086889	Phf2os1	14	1	1	14	3	20	7	14
ENSMUSG00000086890	1700021J08Rik	4	0.6	0.9	4		4	1	2
ENSMUSG00000086892	4933430M04Rik						0.6		
ENSMUSG00000086893	Gm11365	1					1		0.5
ENSMUSG00000086894	Gm15708	0.9	3	6	2		11	0.5	
ENSMUSG00000086896	Cyp4x1os						1		
ENSMUSG00000086900	Kcnab3os	1			0.9		3		0.7
ENSMUSG00000086904	Gm13404	4			1	0.5	5	0.8	2
ENSMUSG00000086905	Gm13716		14		14		14	1	10
ENSMUSG00000086909	Gm4926				0.5		0.9		
ENSMUSG00000086913	Gm14019							0.9	0.5
ENSMUSG00000086914	Gm16124	9	7	2	2	10	1	5	3
ENSMUSG00000086915	Gm16364	6	1		3		3	5	1
ENSMUSG00000086916	Gm15903	0.7					0.5		
ENSMUSG00000086917	Gm11630				0.7			0.5	
ENSMUSG00000086918	4930429F24Rik		4		3		2		
ENSMUSG00000086920	Gm12207	9	1	0.5	4	2	14	2	3
ENSMUSG00000086921	Gm13189	4			4		2		
ENSMUSG00000086922	Gm13835	17	20	5	21	15	35	23	17
ENSMUSG00000086924	Gm11766	2			2		3		
ENSMUSG00000086925	Gm6286		0.6	0.5			0.7		0.9
ENSMUSG00000086929	Gm11788	3	2		0.6	1	0.8	2	
ENSMUSG00000086930	Frs3os	2			1		0.9		1
ENSMUSG00000086931	Gm14532				0.9				
ENSMUSG00000086935	Gm15956	7		2	4	2	6	3	3
ENSMUSG00000086942	Gm15489	5	0.6		1		3	2	1
ENSMUSG00000086943	4732414G09Rik			0.9					
ENSMUSG00000086944	Gm15859	0.9							
ENSMUSG00000086946	Gm15527		0.6					0.9	
ENSMUSG00000086949	Gm13066	0.9					0.9		
ENSMUSG00000086953	Aknaos			0.6					
ENSMUSG00000086954	4930583P06Rik	1			0.7		0.9		0.6
ENSMUSG00000086955	1700021L23Rik								0.9
ENSMUSG00000086961	Gm12946	2	2	2	0.6		5		
ENSMUSG00000086962	Gm12248	0.7	2	3	1		3	0.7	
ENSMUSG00000086964	Gm15948	35	2		6		4	3	2
ENSMUSG00000086965	Rtl10	8	1	1	4	1	11	3	9
ENSMUSG00000086968	4933431E20Rik	93	13	2	43	83	28	71	40
ENSMUSG00000086969	4930443O20Rik	0.9	6						
ENSMUSG00000086970	Bcas1os1				3	2	0.5	16	10
ENSMUSG00000086976	Gm12316	8	0.6		2		4	8	
ENSMUSG00000086980	Gm13791						1		
ENSMUSG00000086986	Gm12103	4			0.8	0.7	3	1	
ENSMUSG00000086991	Gm15334	1					0.6		0.7
ENSMUSG00000086992	Gm15941						0.8		2
ENSMUSG00000086993	Rsf1os2						0.5		
ENSMUSG00000086994	Gm13402							0.9	0.5
ENSMUSG00000086996	4933416E14Rik	10			2				0.8
ENSMUSG00000086997	Gm12981	1		0.7			3	2	2
ENSMUSG00000086999	Bcas1os2	4			10	3		68	19
ENSMUSG00000087004	Gm14154			0.9			1		1
ENSMUSG00000087006	Gm13889	123	82	1685	98	141	76	136	208
ENSMUSG00000087009	Nphs1os	1							
ENSMUSG00000087010	1700041M05Rik						1		
ENSMUSG00000087011	Gm12930	1					2	0.6	
ENSMUSG00000087013	2610027K06Rik	0.7					0.8		
ENSMUSG00000087014	Gm16364	5	3		4		7	12	3
ENSMUSG00000087015	Gm14041	2			1		0.7		
ENSMUSG00000087017	4930417H01Rik					2		3	
ENSMUSG00000087018	2900072N19Rik	1			7		5	2	4
ENSMUSG00000087020	Gm16283	0.7	0.7		0.5		0.8		
ENSMUSG00000087022	9130024F11Rik				6		2		
ENSMUSG00000087024	B230119M05Rik				0.9		1		
ENSMUSG00000087026	A230103J11Rik	5	1	0.8	3	0.6	5	1	2
ENSMUSG00000087028	Gm13387	3	2		0.5				2
ENSMUSG00000087030	Gm16143		0.5						
ENSMUSG00000087034	Cbfa2t2-ps1	0.9	0.7				0.8		
ENSMUSG00000087035	Tmem74bos				1		2	0.5	
ENSMUSG00000087036	Gm11748			0.7			0.9		
ENSMUSG00000087037	4930432L08Rik	0.6							
ENSMUSG00000087038	2900079G21Rik				2		2	0.8	2
ENSMUSG00000087040	Gm14033				0.7				
ENSMUSG00000087042	Gm11611	1			3	10	9	24	
ENSMUSG00000087049	Bach2it1	6		0.5	1		6	0.5	0.9
ENSMUSG00000087050	Dhrs13os	0.5			0.8		2	0.5	1
ENSMUSG00000087052	Gm8093			2					
ENSMUSG00000087054	Gm12405	4		0.7	0.9		4		
ENSMUSG00000087055	Gm11948	10	0.7		2	2	8	2	1
ENSMUSG00000087056	Gm14004			0.5	8	1	8		1
ENSMUSG00000087057	Gm11730		4						
ENSMUSG00000087058	Gm12301				0.6				
ENSMUSG00000087060	Eldr	2	0.5		2		1	1	5
ENSMUSG00000087063	Gm15857				0.7			0.5	
ENSMUSG00000087064	Sap30bpos	2			2		2	2	1
ENSMUSG00000087066	Gm15518	2					2		
ENSMUSG00000087071	Trp73os						2		
ENSMUSG00000087072	Recql5os1	1					0.5		
ENSMUSG00000087074	Gm14249						0.9		
ENSMUSG00000087075	Lbhd2	0.5	0.9		2		2	0.6	
ENSMUSG00000087079	Gm13389			0.5	0.5		0.6		
ENSMUSG00000087082	Gm15423						0.8		0.7
ENSMUSG00000087084	Gm13016				1		1		
ENSMUSG00000087086	Gm13269						0.5		
ENSMUSG00000087088	Gm16638	0.5			0.9		1		1
ENSMUSG00000087094	Gm13093				0.6		0.5		
ENSMUSG00000087095	Emx2os	7			2		11		1
ENSMUSG00000087107	AI662270			2	0.5				1
ENSMUSG00000087108	Gm16093	3	2		3	1	15	2	8
ENSMUSG00000087111	Gm11399	0.9			0.9		2	0.8	
ENSMUSG00000087113	Gm11714		1						
ENSMUSG00000087114	Gm16099				3	4	9	3	
ENSMUSG00000087115	Pcsk2os2				0.5		0.6		
ENSMUSG00000087117	Gm11523	0.9			1				
ENSMUSG00000087120	Gm12279	9	24	24	10	6	34	5	10
ENSMUSG00000087127	Gm12756				0.5		2		
ENSMUSG00000087128	Gm12655	17	3	0.9	5	0.9	6	2	5
ENSMUSG00000087129	Gm16316					3		3	
ENSMUSG00000087135	Gm16096		1		3		3		
ENSMUSG00000087138	Gm15545	12	4	2	3	2	2	5	3
ENSMUSG00000087141	Plcxd2	5	1	2	75	3	53	10	20
ENSMUSG00000087142	Gm12454			0.7	0.7				
ENSMUSG00000087143	A830082K12Rik	20			12	0.6	12	2	9
ENSMUSG00000087145	Gm12665						0.9		
ENSMUSG00000087149	Itih5l-ps					0.9		3	
ENSMUSG00000087150	BC064078	13	0.7	2	5		0.9		2
ENSMUSG00000087151	Gm14022	2			2		3	4	3
ENSMUSG00000087153	Gm6483	8	3		3		5	4	4
ENSMUSG00000087155	Gm15008	0.7			1		0.7		
ENSMUSG00000087158	Gm14093						3		
ENSMUSG00000087159	Gm15246	25			20	6	40	13	23
ENSMUSG00000087163	Gm16230	1			0.6	0.7	0.7		
ENSMUSG00000087165	2010001A14Rik	16	10	7	7	37	5	23	16
ENSMUSG00000087174	5530601H04Rik	7	6	0.7	7	3	9	5	8
ENSMUSG00000087176	D230022J07Rik	1		0.5	0.5		0.9	0.5	2
ENSMUSG00000087177	E130307A14Rik	19	2	3	18	7	25	12	26
ENSMUSG00000087178	A230056P14Rik	8	1		18	17	19	34	11
ENSMUSG00000087179	Gm14230	17	1	3	5		1		0.7
ENSMUSG00000087181	Gm13570	3					1		1
ENSMUSG00000087184	Gm11650	5			13	0.8	5	30	146
ENSMUSG00000087185	Gm13872	28			3		1		
ENSMUSG00000087187	Gm13431	0.8		2	1		1		
ENSMUSG00000087192	4930412L05Rik	8			1		0.7		0.7
ENSMUSG00000087193	Gm14820						2		
ENSMUSG00000087195	Gm12907		0.5			0.5	1		
ENSMUSG00000087196	Gm13373					3	0.9	0.5	
ENSMUSG00000087198	Tmem274	1							
ENSMUSG00000087200	Lrp8os3		2		2		12		0.8
ENSMUSG00000087202	Gm15813						1	0.5	
ENSMUSG00000087204	1700073E17Rik		0.9						
ENSMUSG00000087206	Gm16175		0.5	4	1				
ENSMUSG00000087211	Lhx1os				4		193		
ENSMUSG00000087213	2810408I11Rik	0.7	0.7		0.5	1		1	2
ENSMUSG00000087216	E130111B04Rik		0.5				2		
ENSMUSG00000087217	Gm13209		0.7						
ENSMUSG00000087219	Gm13376					0.9			
ENSMUSG00000087220	Gm11377		7	0.5	2				
ENSMUSG00000087221	BC037032	4			0.9		2	0.5	1
ENSMUSG00000087222	E030042O20Rik	2	0.8	1	1		0.6		1
ENSMUSG00000087228	Gm12827		5			5		6	
ENSMUSG00000087230	Mroh3				0.9	0.9		7	7
ENSMUSG00000087231	E230016M11Rik	17	2		7	0.6	6	4	14
ENSMUSG00000087232	Gm14764	2							
ENSMUSG00000087236	Kif28						1		
ENSMUSG00000087238	Gm12865		1						
ENSMUSG00000087240	Gm15976						1		0.5
ENSMUSG00000087241	Gm11844	0.6							
ENSMUSG00000087242	C78197				0.5				
ENSMUSG00000087249	Gm16062	9	2	4	3	2	10	5	5
ENSMUSG00000087250	Usp46os1	0.6							
ENSMUSG00000087252	Gm14379	1	0.6		0.7		0.8		0.8
ENSMUSG00000087256	Gm15990						0.6		
ENSMUSG00000087258	Gm15461						2		
ENSMUSG00000087259	2610035D17Rik	33	0.7	4	15	34	15	134	95
ENSMUSG00000087260	Lamtor5	67	198	85	110	141	136	142	125
ENSMUSG00000087261	Gm15477						0.6		
ENSMUSG00000087263	Gm15726	12	0.5	0.7	2		2	3	5
ENSMUSG00000087264	Gad1os	11			2		1		0.6
ENSMUSG00000087266	Gm15991	0.5			0.5	0.6			
ENSMUSG00000087268	Gm14486						2		
ENSMUSG00000087269	D330023K18Rik	6	2	3	4	4	5	5	7
ENSMUSG00000087276	Gm11378		13						
ENSMUSG00000087277	2010013B24Rik			10					2
ENSMUSG00000087279	4930544D05Rik							1	
ENSMUSG00000087281	Gm16015	9		0.6	1		1		
ENSMUSG00000087286	Gm9013			0.5	0.6		0.6		
ENSMUSG00000087289	4933424M12Rik		0.9						
ENSMUSG00000087291	Gm11946	0.8	0.5						
ENSMUSG00000087292	Gm13832	1			0.5		1		1
ENSMUSG00000087293	Gm14341	0.5					1	0.6	
ENSMUSG00000087296	Gm12130						2		
ENSMUSG00000087298	Gm9392	14	23	2	12	35	17	50	14
ENSMUSG00000087301	Gm13629				0.8	0.9			
ENSMUSG00000087303	Lipo2				1		2	0.5	0.6
ENSMUSG00000087305	A430035B10Rik	0.7	1		2	2	1	4	5
ENSMUSG00000087307	Gm12925	2	2		3		2	0.6	0.5
ENSMUSG00000087312	Gm13833						7		
ENSMUSG00000087314	Prkag2os2	10	0.9		4		5	0.9	3
ENSMUSG00000087321	Gm5353				0.7				
ENSMUSG00000087322	Gm16075				0.7				
ENSMUSG00000087323	Gm14170						0.6		
ENSMUSG00000087326	Gm12503		1				0.8		
ENSMUSG00000087327	Gm15884	3	0.6	0.5	2		4	1	1
ENSMUSG00000087328	Gm12120	0.5			3		4		3
ENSMUSG00000087331	1810021B22Rik	7	1	8	11	6	5	2	7
ENSMUSG00000087334	AW495222		0.8		2			0.7	3
ENSMUSG00000087336	Gm15860	3		0.5	3	3	4	2	3
ENSMUSG00000087338	Scpep1os	6		3	1		2	0.7	2
ENSMUSG00000087341	0610040F04Rik	0.9							0.5
ENSMUSG00000087343	1700021N21Rik	1	1			1	1		
ENSMUSG00000087344	Gm15627	2			2	0.8	2	0.6	2
ENSMUSG00000087347	1700047K16Rik	2	0.5		2		1		3
ENSMUSG00000087350	Gm16254	0.6					1		
ENSMUSG00000087351	Gm11464	0.9		5	1				
ENSMUSG00000087353	Gm13727	7			3		7	5	3
ENSMUSG00000087354	4930404I05Rik	12	0.6		3		6	2	3
ENSMUSG00000087355	Gm13187	0.5					0.9	2	
ENSMUSG00000087356	Gm13856	0.9					0.8	0.7	
ENSMUSG00000087360	Gm15104	1			1		1	0.7	
ENSMUSG00000087361	0610043K17Rik						1		
ENSMUSG00000087362	Gm13710	0.6	0.6	25	3		1	0.6	3
ENSMUSG00000087365	C430049B03Rik	2	3	2	9	1	2	19	41
ENSMUSG00000087366	Junos	2			1		1	0.6	2
ENSMUSG00000087367	Gm15491	3	1		0.7		2		1
ENSMUSG00000087368	BC065397	11	0.8		6	2	5	5	6
ENSMUSG00000087370	Tmem170b	96	9	9	52	6	71	20	38
ENSMUSG00000087371	Gm15541	0.6							
ENSMUSG00000087373	Gm15892	5			4		9	2	2
ENSMUSG00000087377	AV099323	3	3	0.5	0.6		0.7	2	
ENSMUSG00000087380	2210408F21Rik	0.5		0.9	1	1	5		1
ENSMUSG00000087381	Gm16008	19	0.6		6		2	2	8
ENSMUSG00000087384	Gm15558	0.5							
ENSMUSG00000087385	Frg2f1	7	4	2	13	2	25	4	6
ENSMUSG00000087387	Gm15420		1	2				0.8	
ENSMUSG00000087390	Gm7598	1				0.5	0.5	1	2
ENSMUSG00000087394	Gm12945			0.7					
ENSMUSG00000087395	Gm12705						0.7		0.6
ENSMUSG00000087396	4933407K13Rik	9	3		4	0.5	5	3	3
ENSMUSG00000087397	Rapgef3os2	6	0.8		1	0.7	0.5	0.8	1
ENSMUSG00000087399	Gm11899		0.5						
ENSMUSG00000087400	Gm15270	1	2						
ENSMUSG00000087401	Gm14664	3			0.6			1	
ENSMUSG00000087403	Kantr	8	1		14	1	25	3	6
ENSMUSG00000087404	Gm11752			1			4		
ENSMUSG00000087405	Gm14232	1			0.7	0.5	2		
ENSMUSG00000087406	E130215H24Rik	11		3	4	0.5	1	1	6
ENSMUSG00000087407	Gm11431								0.5
ENSMUSG00000087408	Cers1	96		10	39	28	55	108	75
ENSMUSG00000087411	Gm16048		0.7						
ENSMUSG00000087412	Gm15501	0.6	1				0.7	1	1
ENSMUSG00000087413	Gm11266	42	0.5		10		20	3	10
ENSMUSG00000087416	Gm15906	1							0.9
ENSMUSG00000087424	5730405O15Rik	2	0.5		1	0.5	3	0.6	
ENSMUSG00000087429	Gm16235	5			1		3	1	2
ENSMUSG00000087430	Gm13405	1		1		0.5	3	0.6	0.6
ENSMUSG00000087431	Gm16054	4	2		4		5	1	3
ENSMUSG00000087433	Gm14167	4	2		0.7		2	3	1
ENSMUSG00000087434	Rab11fip4os1						0.7		
ENSMUSG00000087436	Gm16156	3	0.7		1	0.6	2	1	1
ENSMUSG00000087437	Gm13112						0.7		
ENSMUSG00000087439	Gm15788	3					0.7		0.6
ENSMUSG00000087440	4930577N17Rik	0.9	2	0.5	2		2	1	0.8
ENSMUSG00000087442	Gm14453	3	0.9	9	0.6	2	4	3	5
ENSMUSG00000087443	Ppp1r18os		0.5	2	2	0.5	2	2	3
ENSMUSG00000087444	Gm5475			2			0.5		
ENSMUSG00000087445	Gm14286	52	0.5	3	27		31	3	5
ENSMUSG00000087449	Gm12971				0.6		1	0.5	
ENSMUSG00000087450	Gm13994		0.9		1			0.6	
ENSMUSG00000087451	Gm12970	2			3		2		0.6
ENSMUSG00000087458	Gm13999	5			3		5	1	2
ENSMUSG00000087459	Csmd2os						1		
ENSMUSG00000087461	C230014O12Rik		0.9		1		5		
ENSMUSG00000087464	Gm12862			1					
ENSMUSG00000087465	Gm13905					2		0.8	
ENSMUSG00000087466	A330041J22Rik	8			3	0.5	1	0.9	2
ENSMUSG00000087467	Gm13601				3		0.5		
ENSMUSG00000087473	Gm13883						2		
ENSMUSG00000087474	Gm12100								0.5
ENSMUSG00000087475	4933406I18Rik			5	1	0.5	2	1	2
ENSMUSG00000087476	Rap1gapos						0.6	1	0.9
ENSMUSG00000087477	Gm13822			1					
ENSMUSG00000087478	4930506C21Rik	15	1		2	9	6	4	3
ENSMUSG00000087479	Gm16835	3			3		6	1	3
ENSMUSG00000087480	Gm15910			0.5			0.6		0.7
ENSMUSG00000087484	2900089D17Rik	4	2	4	3		7	3	1
ENSMUSG00000087486	Gm11723			0.5					
ENSMUSG00000087487	Ppp2r2cos						3		
ENSMUSG00000087489	Gm15656	2						0.5	
ENSMUSG00000087496	Gm13523		3	0.5	1	0.7	1		
ENSMUSG00000087497	2810001G20Rik	10	21	2	9	2	24	10	18
ENSMUSG00000087500	Gm12426				4		1		
ENSMUSG00000087501	Gm12116	3			2		2	0.6	1
ENSMUSG00000087502	Gm16091	30	8	2	11		7	1	6
ENSMUSG00000087505	Gm15241				0.6				
ENSMUSG00000087508	Gm14174	1			2		7	2	1
ENSMUSG00000087512	Ccdc201				0.5		2		
ENSMUSG00000087514	Gm16076				1		7	0.8	2
ENSMUSG00000087516	Tbx3os1		3		3				
ENSMUSG00000087519	AV039307	2	1		0.7	0.5	3	2	2
ENSMUSG00000087523	Gm12319	55	7	25	19	13	37	17	11
ENSMUSG00000087524	Gm14285				2			0.5	
ENSMUSG00000087526	Gm15738						0.5		0.5
ENSMUSG00000087528	9830144P21Rik	22	3	2	7		7	3	3
ENSMUSG00000087530	Gm15533		0.9		0.6		2		
ENSMUSG00000087531	Gm15606						1	2	3
ENSMUSG00000087534	Gm11418				1		0.5		1
ENSMUSG00000087535	Zmiz1os1	2		0.8	1		3	0.9	1
ENSMUSG00000087536	Gm14246				0.9		0.9		2
ENSMUSG00000087539	Gm13584	5			2		6		0.7
ENSMUSG00000087541	Hopxos	0.7	0.9		0.8		1		
ENSMUSG00000087543	Gm16576	1	0.6	2	0.6		1		0.8
ENSMUSG00000087545	Gm13966			0.9					
ENSMUSG00000087549	Gm13427				0.7		0.5		
ENSMUSG00000087552	Gm15819	3	3		2		3	4	
ENSMUSG00000087555	Gm13997				0.9		3		2
ENSMUSG00000087556	Gm15764	4		4	6		4	3	4
ENSMUSG00000087563	Gm14205				0.8		2		
ENSMUSG00000087564	Gm11817						0.9		
ENSMUSG00000087565	Gm14662	19			3		0.6	6	14
ENSMUSG00000087570	Gm13647			0.7					
ENSMUSG00000087571	Gm15202				1		4		0.5
ENSMUSG00000087574	C030037D09Rik	52	1	0.9	10	0.5	10	2	2
ENSMUSG00000087575	Gm12976	0.5	0.6		1	3	3	4	5
ENSMUSG00000087578	Ccdc142os	2			1		1	0.9	1
ENSMUSG00000087579	Hectd2os	2			0.5		0.5		
ENSMUSG00000087586	Gm6938		0.6				0.5		
ENSMUSG00000087589	D430040D24Rik	0.9	6	5	3	4	3	4	3
ENSMUSG00000087590	Epb41l4aos	52	74	34	36	25	92	33	56
ENSMUSG00000087593	Gm16174		0.6	3	1				
ENSMUSG00000087595	1810012K08Rik	20	5	5	8	4	13	6	13
ENSMUSG00000087596	Gm11715								0.8
ENSMUSG00000087597	Gm15345	3	0.6		2		4		
ENSMUSG00000087598	Zfp111	4	1	0.5	3	0.5	2	1	3
ENSMUSG00000087601	Uchl1os				0.5		2		
ENSMUSG00000087604	Cdrt4os1	0.8							0.8
ENSMUSG00000087605	Gm15742			1		0.8		0.6	
ENSMUSG00000087610	Gm16253	5	2	2	4	2	5	3	9
ENSMUSG00000087612	A230005M16Rik			1	0.8		0.5		0.6
ENSMUSG00000087616	Gm14257	20			4	3	8	4	1
ENSMUSG00000087618	Gm14114				3	2	1	9	16
ENSMUSG00000087620	5330434G04Rik	2			3	1	12	2	3
ENSMUSG00000087621	1700003G18Rik	0.5			0.7		0.7		
ENSMUSG00000087622	Gm12290	1			0.6	0.7	0.5	1	1
ENSMUSG00000087623	Gm12404	6		2	4	1	12	2	3
ENSMUSG00000087624	9230111E07Rik	0.6		2					1
ENSMUSG00000087625	4930419G24Rik			0.9	1		0.7		
ENSMUSG00000087628	Gm13028	1					2	2	0.8
ENSMUSG00000087629	Gm12246	1	0.5	1	2		1	1	
ENSMUSG00000087630	Gm11513	0.8					0.5		
ENSMUSG00000087632	Gm6058	2		7		0.9	0.5	0.7	1
ENSMUSG00000087633	Gm14455				0.6				0.9
ENSMUSG00000087635	Gm13414						1		
ENSMUSG00000087636	Gm4660				0.6		2		
ENSMUSG00000087639	Gm15512			0.9					
ENSMUSG00000087640	Gm14798	0.7	0.5						
ENSMUSG00000087644	Gm14703				2		3		0.7
ENSMUSG00000087646	Gm1667					0.7			
ENSMUSG00000087648	E130018N17Rik							0.6	
ENSMUSG00000087651	1500009L16Rik	4	1		21	1	60	2	10
ENSMUSG00000087652	Gm15918						3		
ENSMUSG00000087666	Trav13-5							1	
ENSMUSG00000087667	Gm13381	2			0.9		1	1	
ENSMUSG00000087669	Gm11724			0.6					
ENSMUSG00000087672	Gm15122	13	2	5	11	3	25	18	9
ENSMUSG00000087674	4930447M23Rik			1	3		5	0.9	5
ENSMUSG00000087675	Gm11762				0.8				
ENSMUSG00000087678	Gm14120		2						
ENSMUSG00000087679	Tmem250-ps	45	45	76	44	74	33	49	54
ENSMUSG00000087683	Gm11712	0.5					0.6		
ENSMUSG00000087685	1700122E12Rik	0.9	0.7		0.9			0.5	
ENSMUSG00000087687	Pet100	14	32	15	23	34	13	32	20
ENSMUSG00000087690	Gm16031		2						
ENSMUSG00000087692	Gm11940	0.8	0.9						1
ENSMUSG00000087694	A530058N18Rik				3		4		
ENSMUSG00000087698	Gm13031	0.6		1		2		1	0.6
ENSMUSG00000087700	Gm15283	7	1	1	2	0.6	4	3	4
ENSMUSG00000087701	Gm13493		4	1	1		7	1	3
ENSMUSG00000087703	Gm15650			0.8					
ENSMUSG00000087704	Gm14978					2	2	2	3
ENSMUSG00000087714	Gm25827	4	3		3		18		
ENSMUSG00000087719	Gm26464	0.6	0.8		1		2	1	
ENSMUSG00000087721	Gm26280	37	6	16	30	6	74	38	27
ENSMUSG00000087730	Gm24650		1	1			2	5	
ENSMUSG00000087731	Gm24649						0.8		
ENSMUSG00000087734	Gm24646							1	
ENSMUSG00000087737	Gm24647						4		2
ENSMUSG00000087739	Gm24644	18	6		8		16	7	9
ENSMUSG00000087742	Gm25152	1					0.9		
ENSMUSG00000087744	Gm25149						3		
ENSMUSG00000087748	Gm25154	14			3		4	5	4
ENSMUSG00000087750	Gm23468	16	4	1	6		21	10	9
ENSMUSG00000087754	Gm23470	1					2		
ENSMUSG00000087767	Gm23983	1							
ENSMUSG00000087768	Gm22755				3		1		
ENSMUSG00000087774	Gm22320	3			0.8			1	1
ENSMUSG00000087776	Gm22322	1							
ENSMUSG00000087780	Gm23167	1	1				2	1	1
ENSMUSG00000087783	Gm23170	2					1		
ENSMUSG00000087784	Gm23171							0.5	0.8
ENSMUSG00000087785	Gm23172	19		3					4
ENSMUSG00000087790	Gm25970	9	4		3		14	3	7
ENSMUSG00000087793	Gm25967			0.8					2
ENSMUSG00000087794	Gm25966	18	1		7		9	2	
ENSMUSG00000087795	Gm25965	15	3		3		8	6	4
ENSMUSG00000087802	Gm25979		0.9				1		
ENSMUSG00000087808	Gm23435						2		
ENSMUSG00000087816	Gm25116	2					4		
ENSMUSG00000087819	Gm25117	14	0.9		6		24	8	8
ENSMUSG00000087823	Gm22281	4			3	1	8	7	19
ENSMUSG00000087825	Gm22279						1	2	4
ENSMUSG00000087831	Gm23960								2
ENSMUSG00000087836	Gm23956				2		3		0.9
ENSMUSG00000087838	Gm23954			0.8	0.8				3
ENSMUSG00000087843	Gm23314						1		
ENSMUSG00000087844	Mir1958	5							1
ENSMUSG00000087854	Gm22790	2					6	4	3
ENSMUSG00000087861	Gm24440						2		
ENSMUSG00000087876	Gm26102	2		0.5			2	2	0.8
ENSMUSG00000087881	Gm22442	7		2	14	4	21	18	2
ENSMUSG00000087886	Gm23599						1		
ENSMUSG00000087887	Gm23598	1	0.8				3	0.9	0.8
ENSMUSG00000087892	Gm25278	1					3		
ENSMUSG00000087893	Gm23441	1			2		3		
ENSMUSG00000087896	Gm25282			2					
ENSMUSG00000087898	Gm25271				1		2		
ENSMUSG00000087903	Gm22039						5		
ENSMUSG00000087924	Gm23231							1	
ENSMUSG00000087925	Gm23232	9		1	3		3		
ENSMUSG00000087926	Gm23233							1	
ENSMUSG00000087936	Gm23675	6			2				
ENSMUSG00000087938	Gm26049	3	2		3	1	3		1
ENSMUSG00000087939	Gm23676	28		1	3		9	2	3
ENSMUSG00000087943	Gm24245		4		5	19	4	5	8
ENSMUSG00000087945	Gm24250	1							0.8
ENSMUSG00000087947	Gm24249								9
ENSMUSG00000087950	Mir1948	2			3		1		
ENSMUSG00000087951	Gm22558						7	1	
ENSMUSG00000087954	Gm22559		0.9						
ENSMUSG00000087961	Gm25393						0.7		
ENSMUSG00000087963	Gm25394	1	2			6	9		1
ENSMUSG00000087966	Gm25390	1					2		
ENSMUSG00000087968	Gm25395	13			3		8	2	
ENSMUSG00000087982	Gm22224	12	13		3	3	5		
ENSMUSG00000087989	Gm22228						6		
ENSMUSG00000087991	Gm25057	4		1			5	2	1
ENSMUSG00000088001	Gm22883						1		
ENSMUSG00000088002	Gm24775	1							
ENSMUSG00000088004	Gm24786	1							
ENSMUSG00000088005	Gm24787								0.9
ENSMUSG00000088008	Gm25492	31	2	4	18	3	12	21	17
ENSMUSG00000088015	Mir1932	9							
ENSMUSG00000088018	Gm23390		1						
ENSMUSG00000088022	Gm49799			0.5					
ENSMUSG00000088025	Rprl3		1						
ENSMUSG00000088028	Gm22141			0.8					
ENSMUSG00000088036	Gm24993				35		30		20
ENSMUSG00000088037	Gm24992						3		
ENSMUSG00000088050	Gm26151						2		
ENSMUSG00000088054	Mir1968	127			24	3	16	23	38
ENSMUSG00000088057	Gm26149	1					2		
ENSMUSG00000088062	Gm24476		0.9						
